product_a,product_b,times_bought_together
FUR-CH-5440,OFF-AP-3869,1
FUR-CH-5440,OFF-BI-4813,1
FUR-CH-5440,OFF-ST-6282,1
FUR-BO-4846,FUR-BO-4855,1
FUR-BO-4846,OFF-AR-6117,1
FUR-BO-4846,OFF-BI-2892,1
FUR-BO-4855,OFF-AR-6117,1
FUR-BO-4855,OFF-BI-2892,1
OFF-AR-6117,OFF-BI-2892,1
FUR-CH-4681,OFF-ST-5686,1
OFF-PA-5877,TEC-CO-4790,1
OFF-BI-2891,OFF-PA-5877,1
OFF-AR-3457,OFF-BI-2891,1
OFF-AR-3457,OFF-PA-5877,1
OFF-AR-3457,TEC-CO-4790,1
OFF-EN-4911,OFF-SU-6183,1
OFF-PA-5891,OFF-SU-6178,1
FUR-FU-6254,OFF-PA-5870,1
FUR-FU-6254,OFF-SU-4306,1
OFF-PA-5870,OFF-SU-4306,1
OFF-AP-3577,OFF-PA-5870,1
OFF-AP-3577,OFF-SU-4306,1
OFF-FA-6185,OFF-LA-4694,1
OFF-BI-4813,OFF-BI-6370,1
OFF-BI-4813,OFF-FA-6185,1
OFF-BI-4813,OFF-LA-4694,1
OFF-AP-3584,OFF-BI-4813,1
OFF-AP-3584,OFF-BI-6370,1
OFF-AP-3584,OFF-FA-6185,1
OFF-AP-3584,OFF-LA-4694,1
OFF-BI-6370,OFF-FA-6185,1
OFF-BI-6370,OFF-LA-4694,1
FUR-FU-3929,OFF-LA-4549,1
TEC-AC-4166,TEC-CO-3695,1
FUR-BO-5972,OFF-ST-4028,1
FUR-BO-5972,TEC-MA-6154,1
OFF-ST-4028,TEC-MA-6154,1
OFF-BI-4828,OFF-PA-4480,1
OFF-BI-4828,TEC-CO-3608,1
OFF-PA-4480,TEC-CO-3608,1
OFF-EN-4450,TEC-PH-3140,1
TEC-CO-5993,TEC-PH-3798,1
OFF-EN-5023,TEC-CO-5993,1
OFF-EN-5023,TEC-PH-3798,1
OFF-AR-6120,TEC-CO-4775,1
OFF-AR-3460,TEC-PH-5265,1
OFF-BI-4806,OFF-LA-4664,1
FUR-CH-5801,OFF-SU-4129,1
FUR-CH-5801,OFF-SU-6179,1
OFF-SU-4129,OFF-SU-6179,1
FUR-FU-6276,OFF-PA-6621,1
FUR-FU-6276,TEC-MA-4207,1
OFF-PA-6621,TEC-MA-4207,1
OFF-EN-3655,OFF-SU-4984,1
OFF-BI-4826,OFF-FA-6201,1
OFF-BI-4826,OFF-PA-4474,1
OFF-BI-4826,OFF-ST-4250,1
FUR-CH-4532,OFF-BI-4826,1
FUR-CH-4532,OFF-FA-6201,1
FUR-CH-4532,OFF-PA-4474,1
FUR-CH-4532,OFF-ST-4250,1
OFF-PA-4474,OFF-ST-4250,1
OFF-FA-6201,OFF-PA-4474,1
OFF-FA-6201,OFF-ST-4250,1
OFF-BI-6378,OFF-LA-4553,1
OFF-BI-6378,TEC-CO-3609,1
FUR-BO-5969,OFF-BI-6378,1
FUR-BO-5969,OFF-LA-4553,1
FUR-BO-5969,TEC-CO-3609,1
OFF-LA-4553,TEC-CO-3609,1
FUR-FU-4084,OFF-FA-6190,1
FUR-FU-4084,TEC-PH-3817,1
FUR-FU-4084,TEC-PH-5829,1
OFF-FA-6190,TEC-PH-3817,1
OFF-FA-6190,TEC-PH-5829,1
TEC-PH-3817,TEC-PH-5829,1
OFF-BI-3724,TEC-CO-4786,1
OFF-FA-3044,OFF-ST-4285,1
OFF-FA-3044,TEC-AC-3402,1
OFF-ST-4285,TEC-AC-3402,1
FUR-TA-3337,OFF-FA-3044,1
FUR-TA-3337,OFF-ST-4285,1
FUR-TA-3337,TEC-AC-3402,1
OFF-ST-6058,OFF-SU-4136,1
OFF-ST-6058,TEC-CO-3604,1
OFF-EN-3099,OFF-ST-6058,1
OFF-EN-3099,OFF-SU-4136,1
OFF-EN-3099,TEC-CO-3604,1
OFF-SU-4136,TEC-CO-3604,1
FUR-CH-4563,OFF-EN-3099,1
FUR-CH-4563,OFF-ST-6058,1
FUR-CH-4563,OFF-SU-4136,1
OFF-BI-3716,OFF-BI-3736,1
OFF-BI-3716,TEC-AC-3396,1
OFF-BI-3716,TEC-CO-6003,1
OFF-BI-3716,TEC-MA-4201,1
OFF-AP-4495,OFF-BI-3716,1
OFF-AP-4495,OFF-BI-3736,1
OFF-AP-4495,TEC-AC-3396,1
OFF-AP-4495,TEC-CO-6003,1
OFF-AP-4495,TEC-MA-4201,1
TEC-AC-3396,TEC-CO-6003,1
TEC-AC-3396,TEC-MA-4201,1
TEC-CO-6003,TEC-MA-4201,1
OFF-BI-3736,TEC-AC-3396,1
OFF-BI-3736,TEC-CO-6003,1
OFF-BI-3736,TEC-MA-4201,1
TEC-CO-4779,TEC-PH-5836,1
FUR-FU-5741,OFF-SU-6162,1
FUR-FU-5741,TEC-CO-4779,1
OFF-SU-6162,TEC-CO-4779,1
OFF-SU-6162,TEC-PH-5836,1
FUR-BO-3897,FUR-FU-5741,1
FUR-BO-3897,OFF-SU-6162,1
FUR-BO-3897,TEC-CO-4779,1
FUR-BO-3897,TEC-PH-5836,1
FUR-BO-3906,FUR-CH-5807,1
OFF-LA-4694,OFF-PA-6607,1
OFF-BI-3293,TEC-MA-6148,1
TEC-AC-5130,TEC-CO-4589,1
FUR-FU-3947,TEC-AC-5130,1
FUR-FU-3947,TEC-CO-4589,1
OFF-LA-5389,OFF-PA-4004,1
FUR-BO-3624,OFF-LA-5389,1
FUR-BO-3624,OFF-PA-4004,1
FUR-FU-3027,FUR-FU-3049,1
OFF-SU-4133,TEC-CO-3605,1
OFF-FA-5467,TEC-AC-4178,1
OFF-PA-6605,OFF-ST-6068,1
OFF-PA-6605,OFF-ST-6230,1
OFF-PA-6605,OFF-ST-6248,1
OFF-PA-6605,TEC-AC-5863,1
OFF-AR-5926,OFF-BI-4812,1
OFF-AR-5926,OFF-PA-6605,1
OFF-AR-5926,OFF-ST-6068,1
OFF-AR-5926,OFF-ST-6230,1
OFF-AR-5926,OFF-ST-6248,1
OFF-AR-5926,TEC-AC-5863,1
OFF-AR-3543,OFF-AR-5926,1
OFF-AR-3543,OFF-BI-4812,1
OFF-AR-3543,OFF-PA-6605,1
OFF-AR-3543,OFF-ST-6068,1
OFF-AR-3543,OFF-ST-6230,1
OFF-AR-3543,OFF-ST-6248,1
OFF-AR-3543,TEC-AC-5863,1
FUR-FU-4065,OFF-AR-3539,1
FUR-FU-4065,OFF-AR-3543,1
FUR-FU-4065,OFF-AR-5926,1
FUR-FU-4065,OFF-BI-4812,1
FUR-FU-4065,OFF-PA-6605,1
FUR-FU-4065,OFF-ST-6068,1
FUR-FU-4065,OFF-ST-6230,1
FUR-FU-4065,OFF-ST-6248,1
FUR-FU-4065,TEC-AC-5863,1
FUR-BO-3642,FUR-CH-5434,1
FUR-BO-3642,FUR-CH-5456,1
FUR-BO-3642,FUR-FU-4065,1
FUR-BO-3642,OFF-AR-3539,1
FUR-BO-3642,OFF-AR-3543,1
FUR-BO-3642,OFF-AR-5926,1
FUR-BO-3642,OFF-BI-4812,1
FUR-BO-3642,OFF-PA-6605,1
FUR-BO-3642,OFF-ST-6068,1
FUR-BO-3642,OFF-ST-6230,1
FUR-BO-3642,OFF-ST-6248,1
FUR-BO-3642,TEC-AC-5863,1
FUR-CH-5434,FUR-CH-5456,1
FUR-CH-5434,FUR-FU-4065,1
FUR-CH-5434,OFF-AR-3539,1
FUR-CH-5434,OFF-AR-3543,1
FUR-CH-5434,OFF-AR-5926,1
FUR-CH-5434,OFF-BI-4812,1
FUR-CH-5434,OFF-PA-6605,1
FUR-CH-5434,OFF-ST-6068,1
FUR-CH-5434,OFF-ST-6230,1
FUR-CH-5434,OFF-ST-6248,1
FUR-CH-5434,TEC-AC-5863,1
OFF-ST-6230,OFF-ST-6248,1
OFF-ST-6230,TEC-AC-5863,1
FUR-CH-5456,FUR-FU-4065,1
FUR-CH-5456,OFF-AR-3539,1
FUR-CH-5456,OFF-AR-3543,1
FUR-CH-5456,OFF-BI-4812,1
FUR-CH-5456,OFF-PA-6605,1
FUR-CH-5456,OFF-ST-6068,1
FUR-CH-5456,OFF-ST-6230,1
FUR-CH-5456,OFF-ST-6248,1
FUR-CH-5456,TEC-AC-5863,1
OFF-ST-6248,TEC-AC-5863,1
OFF-ST-6068,OFF-ST-6230,1
OFF-ST-6068,OFF-ST-6248,1
OFF-ST-6068,TEC-AC-5863,1
OFF-BI-4812,OFF-PA-6605,1
OFF-BI-4812,OFF-ST-6068,1
OFF-BI-4812,OFF-ST-6230,1
OFF-BI-4812,OFF-ST-6248,1
OFF-BI-4812,TEC-AC-5863,1
OFF-AR-3539,OFF-AR-3543,1
OFF-AR-3539,OFF-AR-5926,1
OFF-AR-3539,OFF-BI-4812,1
OFF-AR-3539,OFF-PA-6605,1
OFF-AR-3539,OFF-ST-6068,1
OFF-AR-3539,OFF-ST-6230,1
OFF-AR-3539,TEC-AC-5863,1
OFF-EN-4908,OFF-SU-2995,1
OFF-EN-4908,OFF-SU-4121,1
OFF-EN-4908,OFF-SU-6170,1
OFF-EN-4908,TEC-PH-5248,1
OFF-EN-4908,TEC-PH-5357,1
OFF-SU-4121,OFF-SU-6170,1
OFF-SU-4121,TEC-PH-5248,1
OFF-SU-4121,TEC-PH-5357,1
TEC-PH-5248,TEC-PH-5357,1
OFF-SU-2995,OFF-SU-4121,1
OFF-SU-2995,OFF-SU-6170,1
OFF-SU-2995,TEC-PH-5248,1
OFF-SU-2995,TEC-PH-5357,1
OFF-SU-6170,TEC-PH-5248,1
OFF-SU-6170,TEC-PH-5357,1
FUR-BO-3648,OFF-AR-6105,1
FUR-BO-3648,TEC-PH-5351,1
OFF-AR-6105,TEC-PH-5351,1
FUR-BO-5769,FUR-FU-3957,1
FUR-BO-5769,OFF-EN-4434,1
FUR-FU-3957,OFF-EN-4434,1
OFF-EN-3657,OFF-LA-6043,1
OFF-EN-3657,TEC-PH-3134,1
OFF-LA-6043,TEC-PH-3134,1
OFF-LA-4696,TEC-PH-5263,1
FUR-CH-4530,TEC-PH-5251,1
OFF-EN-4443,TEC-MA-5512,1
OFF-AR-5923,TEC-AC-4179,1
OFF-SU-2993,OFF-SU-4136,1
FUR-BO-3647,FUR-TA-3779,1
FUR-CH-5439,TEC-AC-3396,1
FUR-CH-5439,TEC-MA-5503,1
FUR-BO-4857,FUR-BO-5747,1
FUR-BO-4857,FUR-CH-5439,1
FUR-BO-4857,TEC-AC-3396,1
FUR-BO-4857,TEC-MA-5503,1
FUR-BO-5747,FUR-CH-5439,1
FUR-BO-5747,TEC-AC-3396,1
FUR-BO-5747,TEC-MA-5503,1
TEC-AC-3396,TEC-MA-5503,1
OFF-SU-4310,TEC-AC-3394,1
FUR-FU-3033,OFF-SU-2977,1
FUR-FU-4043,OFF-BI-6397,1
FUR-FU-4043,OFF-LA-5400,1
OFF-BI-6397,OFF-LA-5400,1
FUR-CH-5371,OFF-BI-2901,1
OFF-FA-2956,OFF-PA-4144,1
OFF-AR-5919,OFF-FA-2956,1
OFF-AR-5919,OFF-PA-4144,1
FUR-FU-4086,OFF-FA-6189,1
FUR-FU-4086,OFF-LA-4638,1
OFF-FA-6189,OFF-LA-4638,1
FUR-CH-4683,TEC-PH-3129,1
OFF-AR-3494,TEC-PH-3129,1
OFF-BI-3252,TEC-AC-4166,1
OFF-AR-3465,OFF-ST-4269,1
FUR-BO-3904,OFF-PA-4159,1
FUR-FU-5720,OFF-AR-6124,1
TEC-AC-3392,TEC-PH-3801,1
OFF-PA-5870,TEC-MA-6135,1
OFF-BI-3717,OFF-LA-5376,1
OFF-BI-3717,OFF-PA-5870,1
OFF-BI-3717,TEC-MA-6135,1
FUR-FU-3930,OFF-AR-3464,1
FUR-FU-3930,OFF-BI-2884,1
FUR-FU-3930,OFF-BI-3717,1
FUR-FU-3930,OFF-LA-5376,1
FUR-FU-3930,OFF-PA-5870,1
FUR-FU-3930,TEC-MA-6135,1
OFF-LA-5376,OFF-PA-5870,1
OFF-LA-5376,TEC-MA-6135,1
OFF-AR-3464,OFF-BI-2884,1
OFF-AR-3464,OFF-BI-3717,1
OFF-AR-3464,OFF-LA-5376,1
OFF-AR-3464,OFF-PA-5870,1
OFF-AR-3464,TEC-MA-6135,1
OFF-BI-2884,OFF-BI-3717,1
OFF-BI-2884,OFF-LA-5376,1
OFF-BI-2884,OFF-PA-5870,1
OFF-BI-2884,TEC-MA-6135,1
FUR-CH-5774,OFF-EN-3099,1
FUR-CH-5774,OFF-LA-4539,1
FUR-CH-5774,OFF-LA-4664,1
OFF-LA-4539,OFF-LA-4664,1
OFF-EN-3099,OFF-LA-4539,1
OFF-EN-3099,OFF-LA-4664,1
TEC-CO-4780,TEC-PH-3149,1
OFF-AR-3488,TEC-PH-3149,1
OFF-AP-3573,OFF-SU-4987,1
OFF-AR-5926,TEC-AC-5124,1
OFF-FA-3072,OFF-LA-3315,1
OFF-FA-3072,OFF-PA-3996,1
FUR-CH-5411,OFF-FA-3072,1
FUR-CH-5411,OFF-LA-3315,1
FUR-CH-5411,OFF-PA-3996,1
OFF-LA-3315,OFF-PA-3996,1
OFF-FA-5473,OFF-ST-6024,1
OFF-FA-6205,OFF-PA-3996,1
FUR-FU-6241,OFF-ST-4251,1
FUR-TA-3776,OFF-FA-6200,1
FUR-TA-3776,OFF-ST-4253,1
OFF-AR-3463,OFF-PA-5849,1
OFF-AR-3463,OFF-ST-4060,1
OFF-PA-5849,OFF-ST-4060,1
FUR-CH-5367,FUR-FU-4065,1
FUR-CH-5367,OFF-AP-4737,1
FUR-FU-4065,OFF-AP-4737,1
OFF-AP-3879,OFF-SU-4309,1
FUR-BO-3637,OFF-EN-5044,1
FUR-FU-5719,FUR-TA-4643,1
FUR-FU-5719,OFF-BI-4807,1
FUR-FU-5719,OFF-PA-4184,1
FUR-FU-5719,OFF-SU-4137,1
OFF-PA-4184,OFF-SU-4137,1
FUR-CH-4697,FUR-FU-5719,1
FUR-CH-4697,FUR-TA-4643,1
FUR-CH-4697,OFF-BI-4807,1
FUR-CH-4697,OFF-PA-4184,1
FUR-CH-4697,OFF-SU-4137,1
OFF-BI-4807,OFF-SU-4137,1
FUR-TA-4643,OFF-BI-4807,1
FUR-TA-4643,OFF-PA-4184,1
FUR-TA-4643,OFF-SU-4137,1
OFF-EN-4438,OFF-FA-2940,1
OFF-EN-4438,OFF-PA-4000,1
OFF-AR-3469,OFF-EN-4438,1
OFF-AR-3469,OFF-FA-2940,1
OFF-AR-3469,OFF-PA-4000,1
OFF-FA-2940,OFF-PA-4000,1
OFF-AR-3463,OFF-AR-3469,1
OFF-AR-3463,OFF-EN-4438,1
OFF-AR-3463,OFF-FA-2940,1
OFF-AR-3463,OFF-PA-4000,1
FUR-CH-4524,OFF-EN-4450,1
TEC-AC-5099,TEC-CO-4590,1
OFF-FA-5481,OFF-SU-3002,1
OFF-BI-3737,OFF-FA-5481,1
OFF-BI-3737,OFF-SU-3002,1
FUR-FU-3034,OFF-BI-3737,1
FUR-FU-3034,OFF-FA-5481,1
FUR-FU-3034,OFF-SU-3002,1
FUR-BO-3896,FUR-FU-3034,1
FUR-BO-3896,OFF-BI-3737,1
FUR-BO-3896,OFF-FA-5481,1
FUR-BO-3896,OFF-SU-3002,1
OFF-BI-3718,OFF-FA-5475,1
OFF-BI-3718,OFF-PA-4468,1
OFF-BI-3718,TEC-CO-4572,1
OFF-FA-5475,OFF-PA-4468,1
OFF-FA-5475,TEC-CO-4572,1
OFF-PA-4468,TEC-CO-4572,1
OFF-AP-4963,OFF-AR-3469,1
TEC-MA-5506,TEC-PH-5335,1
OFF-ST-6274,OFF-SU-6179,1
OFF-ST-6274,TEC-MA-5506,1
OFF-ST-6274,TEC-PH-5335,1
OFF-SU-6179,TEC-MA-5506,1
OFF-SU-6179,TEC-PH-5335,1
OFF-LA-5402,OFF-ST-5706,1
FUR-FU-4067,OFF-LA-3317,1
FUR-FU-4067,TEC-AC-5132,1
FUR-FU-4067,TEC-CO-6011,1
OFF-LA-3317,TEC-AC-5132,1
OFF-LA-3317,TEC-CO-6011,1
TEC-AC-5132,TEC-CO-6011,1
FUR-CH-4523,TEC-MA-5496,1
OFF-PA-6608,TEC-MA-4205,1
FUR-CH-5371,OFF-LA-4538,1
OFF-AR-5923,OFF-PA-4461,1
OFF-AR-5923,TEC-PH-5845,1
FUR-CH-5368,FUR-FU-4035,1
FUR-CH-5368,OFF-AR-5923,1
FUR-CH-5368,OFF-PA-4461,1
FUR-CH-5368,TEC-PH-5845,1
FUR-FU-4035,OFF-AR-5923,1
FUR-FU-4035,OFF-PA-4461,1
FUR-FU-4035,TEC-PH-5845,1
OFF-PA-4461,TEC-PH-5845,1
TEC-CO-4588,TEC-PH-5251,1
OFF-SU-2967,TEC-CO-4588,1
OFF-SU-2967,TEC-PH-5251,1
OFF-LA-5389,OFF-SU-2967,1
OFF-LA-5389,TEC-CO-4588,1
OFF-LA-5389,TEC-PH-5251,1
TEC-AC-3384,TEC-PH-5337,1
FUR-BO-3647,OFF-SU-4128,1
OFF-ST-6040,OFF-ST-6065,1
OFF-ST-6040,OFF-SU-4989,1
OFF-ST-6065,OFF-SU-4989,1
OFF-AR-6128,OFF-PA-5853,1
OFF-AR-6128,TEC-CO-3587,1
OFF-PA-5853,TEC-CO-3587,1
OFF-BI-2893,OFF-EN-3673,1
OFF-AP-3575,OFF-FA-2940,1
OFF-AP-3575,OFF-SU-4990,1
OFF-FA-2940,OFF-SU-4990,1
OFF-BI-2893,OFF-ST-5687,1
OFF-ST-4029,OFF-ST-6046,1
OFF-LA-3320,OFF-ST-4029,1
OFF-LA-3320,OFF-ST-6046,1
FUR-CH-5439,OFF-LA-3320,1
FUR-CH-5439,OFF-ST-4029,1
FUR-CH-5439,OFF-ST-6046,1
OFF-BI-2884,OFF-LA-3316,1
FUR-BO-3903,OFF-BI-2884,1
FUR-BO-3903,OFF-LA-3316,1
FUR-FU-6242,OFF-LA-3310,1
FUR-FU-6242,OFF-ST-4252,1
OFF-LA-3310,OFF-ST-4252,1
TEC-MA-5541,TEC-PH-3144,1
TEC-MA-5541,TEC-PH-3146,1
TEC-PH-3144,TEC-PH-3146,1
TEC-AC-5882,TEC-MA-5541,1
TEC-AC-5882,TEC-PH-3144,1
TEC-AC-5882,TEC-PH-3146,1
FUR-CH-4545,OFF-AR-5932,1
FUR-CH-4531,OFF-SU-2966,1
OFF-SU-4128,TEC-PH-3145,1
OFF-BI-3253,TEC-CO-5999,1
OFF-LA-3311,OFF-PA-6615,1
OFF-AR-6120,OFF-EN-4919,1
OFF-AR-6120,TEC-MA-5013,1
OFF-EN-4919,TEC-MA-5013,1
TEC-CO-3695,TEC-PH-5352,1
TEC-AC-4188,TEC-CO-3597,1
OFF-BI-4816,TEC-AC-4188,1
OFF-BI-4816,TEC-CO-3597,1
FUR-CH-5396,OFF-BI-4816,1
FUR-CH-5396,TEC-AC-4188,1
FUR-CH-5396,TEC-CO-3597,1
OFF-LA-6042,OFF-PA-4471,1
OFF-LA-6042,OFF-SU-4982,1
OFF-LA-6042,TEC-AC-4179,1
OFF-LA-6042,TEC-CO-4767,1
OFF-LA-6042,TEC-PH-5335,1
OFF-SU-4982,TEC-AC-4179,1
OFF-SU-4982,TEC-CO-4767,1
OFF-SU-4982,TEC-PH-5335,1
TEC-CO-4767,TEC-PH-5335,1
TEC-AC-4179,TEC-CO-4767,1
TEC-AC-4179,TEC-PH-5335,1
FUR-FU-3039,OFF-LA-6042,1
FUR-FU-3039,OFF-PA-4471,1
FUR-FU-3039,OFF-SU-4982,1
FUR-FU-3039,TEC-AC-4179,1
FUR-FU-3039,TEC-CO-4767,1
FUR-FU-3039,TEC-PH-5335,1
OFF-PA-4471,OFF-SU-4982,1
OFF-PA-4471,TEC-AC-4179,1
OFF-PA-4471,TEC-CO-4767,1
OFF-PA-4471,TEC-PH-5335,1
OFF-BI-6380,TEC-CO-5993,1
FUR-FU-3050,OFF-EN-4452,1
OFF-BI-3726,OFF-PA-6603,1
OFF-FA-5470,OFF-FA-5471,1
OFF-FA-5470,OFF-FA-6187,1
OFF-FA-5470,OFF-FA-6204,1
OFF-FA-6187,OFF-FA-6204,1
OFF-EN-4436,OFF-FA-5470,1
OFF-EN-4436,OFF-FA-5471,1
OFF-EN-4436,OFF-FA-6187,1
OFF-EN-4436,OFF-FA-6204,1
OFF-FA-5471,OFF-FA-6187,1
OFF-FA-5471,OFF-FA-6204,1
OFF-LA-3316,OFF-PA-4002,1
OFF-BI-3293,OFF-LA-3316,1
OFF-BI-3293,OFF-PA-4002,1
FUR-CH-5806,OFF-AR-5924,1
FUR-CH-5794,OFF-AP-3874,1
FUR-CH-5794,TEC-PH-5249,1
OFF-AP-3874,TEC-PH-5249,1
OFF-SU-4122,OFF-SU-6167,1
FUR-BO-5771,OFF-BI-4817,1
FUR-BO-5771,OFF-ST-4266,1
FUR-BO-5771,TEC-MA-6146,1
OFF-BI-4817,OFF-ST-4266,1
OFF-BI-4817,TEC-MA-6146,1
OFF-ST-4266,TEC-MA-6146,1
OFF-LA-5389,OFF-SU-4985,1
OFF-LA-5390,OFF-ST-4294,1
OFF-EN-5026,OFF-ST-4257,1
OFF-LA-4537,TEC-PH-5824,1
OFF-PA-6617,TEC-PH-3802,1
OFF-EN-3668,OFF-PA-4472,1
OFF-EN-3668,TEC-MA-4998,1
OFF-PA-4472,TEC-MA-4998,1
FUR-FU-5737,OFF-AR-5918,1
FUR-TA-3441,OFF-PA-5847,1
OFF-EN-4445,OFF-ST-6284,1
FUR-CH-4698,OFF-BI-2918,1
FUR-CH-5411,OFF-SU-4987,1
FUR-CH-5411,TEC-CO-3709,1
FUR-CH-5411,TEC-MA-4193,1
OFF-SU-4987,TEC-CO-3709,1
OFF-SU-4987,TEC-MA-4193,1
FUR-CH-5379,FUR-CH-5411,1
FUR-CH-5379,OFF-SU-4987,1
FUR-CH-5379,TEC-CO-3709,1
FUR-CH-5379,TEC-MA-4193,1
TEC-CO-3709,TEC-MA-4193,1
TEC-CO-3587,TEC-MA-5538,1
TEC-CO-3587,TEC-PH-5839,1
TEC-AC-4171,TEC-AC-5115,1
TEC-AC-4171,TEC-CO-3587,1
TEC-AC-4171,TEC-MA-5538,1
TEC-AC-4171,TEC-PH-5839,1
OFF-BI-3733,OFF-FA-2960,1
OFF-BI-3733,OFF-FA-5484,1
OFF-BI-3733,OFF-PA-6614,1
OFF-BI-3733,TEC-AC-4171,1
OFF-BI-3733,TEC-AC-5115,1
OFF-BI-3733,TEC-CO-3587,1
OFF-BI-3733,TEC-MA-5538,1
OFF-BI-3733,TEC-PH-5839,1
TEC-AC-5115,TEC-CO-3587,1
TEC-AC-5115,TEC-MA-5538,1
TEC-AC-5115,TEC-PH-5839,1
OFF-AP-4964,OFF-BI-3733,1
OFF-AP-4964,OFF-FA-2960,1
OFF-AP-4964,OFF-PA-6614,1
OFF-AP-4964,TEC-AC-4171,1
OFF-AP-4964,TEC-AC-5115,1
OFF-AP-4964,TEC-CO-3587,1
OFF-AP-4964,TEC-MA-5538,1
OFF-AP-4964,TEC-PH-5839,1
OFF-FA-5484,OFF-PA-6614,1
OFF-FA-5484,TEC-AC-4171,1
OFF-FA-5484,TEC-AC-5115,1
OFF-FA-5484,TEC-CO-3587,1
OFF-FA-5484,TEC-MA-5538,1
OFF-FA-5484,TEC-PH-5839,1
OFF-FA-2960,OFF-FA-5484,1
OFF-FA-2960,OFF-PA-6614,1
OFF-FA-2960,TEC-AC-4171,1
OFF-FA-2960,TEC-AC-5115,1
OFF-FA-2960,TEC-CO-3587,1
OFF-FA-2960,TEC-MA-5538,1
OFF-FA-2960,TEC-PH-5839,1
TEC-MA-5538,TEC-PH-5839,1
OFF-PA-6614,TEC-AC-4171,1
OFF-PA-6614,TEC-AC-5115,1
OFF-PA-6614,TEC-CO-3587,1
OFF-PA-6614,TEC-MA-5538,1
OFF-PA-6614,TEC-PH-5839,1
OFF-AP-3577,OFF-LA-5393,1
OFF-AP-3577,OFF-ST-4061,1
OFF-AP-3577,TEC-CO-5996,1
OFF-AP-3577,TEC-PH-5269,1
OFF-AP-3577,TEC-PH-5837,1
OFF-LA-5393,OFF-ST-4061,1
OFF-LA-5393,TEC-CO-5996,1
OFF-LA-5393,TEC-PH-5269,1
OFF-LA-5393,TEC-PH-5837,1
TEC-CO-5996,TEC-PH-5269,1
TEC-CO-5996,TEC-PH-5837,1
TEC-PH-5269,TEC-PH-5837,1
OFF-ST-4061,TEC-CO-5996,1
OFF-ST-4061,TEC-PH-5269,1
OFF-ST-4061,TEC-PH-5837,1
FUR-BO-3626,OFF-AR-5903,1
FUR-BO-3626,OFF-BI-2892,1
FUR-BO-3626,TEC-AC-5202,1
OFF-BI-2892,TEC-AC-5202,1
OFF-AR-5903,OFF-BI-2892,1
OFF-AR-5903,TEC-AC-5202,1
FUR-CH-4561,TEC-CO-4766,1
OFF-SU-4325,TEC-PH-5351,1
OFF-ST-6040,OFF-SU-4325,1
OFF-ST-6040,TEC-PH-5351,1
FUR-FU-4042,OFF-AR-3470,1
OFF-AR-3537,OFF-FA-5484,1
OFF-AR-3537,TEC-AC-3386,1
OFF-FA-5484,TEC-AC-3386,1
OFF-FA-5484,TEC-AC-5133,1
TEC-AC-3386,TEC-AC-5133,1
OFF-ST-6275,OFF-SU-4978,1
OFF-ST-6275,TEC-AC-5889,1
OFF-ST-4106,OFF-ST-6275,1
OFF-ST-4106,OFF-SU-4978,1
OFF-ST-4106,TEC-AC-5889,1
OFF-BI-2915,OFF-ST-4106,1
OFF-BI-2915,OFF-SU-4978,1
OFF-BI-2915,TEC-AC-5889,1
OFF-SU-4978,TEC-AC-5889,1
OFF-PA-4473,OFF-ST-4294,1
OFF-PA-4473,TEC-CO-4787,1
OFF-ST-4294,TEC-CO-4787,1
FUR-FU-6259,OFF-EN-5038,1
TEC-CO-4588,TEC-MA-5014,1
OFF-LA-4637,TEC-CO-4588,1
OFF-LA-4637,TEC-MA-5014,1
TEC-AC-4158,TEC-CO-4588,1
TEC-AC-4158,TEC-MA-5014,1
OFF-EN-5024,OFF-LA-4637,1
OFF-EN-5024,TEC-AC-4158,1
OFF-EN-5024,TEC-CO-4588,1
OFF-EN-5024,TEC-MA-5014,1
FUR-BO-5942,FUR-FU-4064,1
FUR-BO-5942,OFF-FA-5464,1
FUR-BO-5942,OFF-FA-6193,1
FUR-BO-5942,OFF-LA-4527,1
OFF-FA-6193,OFF-LA-4527,1
FUR-FU-4064,OFF-FA-5464,1
FUR-FU-4064,OFF-FA-6193,1
FUR-FU-4064,OFF-LA-4527,1
OFF-FA-5464,OFF-FA-6193,1
OFF-FA-5464,OFF-LA-4527,1
OFF-LA-3312,OFF-LA-3313,1
OFF-LA-3312,TEC-CO-3592,1
OFF-LA-3313,TEC-CO-3592,1
FUR-BO-4862,OFF-LA-3312,1
FUR-BO-4862,OFF-LA-3313,1
FUR-BO-4862,TEC-CO-3592,1
OFF-PA-4177,TEC-CO-4766,1
OFF-BI-2918,OFF-EN-3093,1
OFF-AR-6120,OFF-BI-2918,1
OFF-AR-6120,OFF-EN-3093,1
FUR-FU-5734,OFF-BI-6402,1
OFF-ST-4269,TEC-AC-5861,1
OFF-EN-3109,TEC-PH-3817,1
OFF-AR-6125,OFF-SU-4322,1
FUR-BO-5969,OFF-AR-6125,1
FUR-BO-5969,OFF-SU-4322,1
OFF-LA-6029,TEC-CO-3598,1
OFF-LA-6029,TEC-MA-5513,1
OFF-LA-3300,OFF-LA-6029,1
OFF-LA-3300,TEC-CO-3598,1
OFF-LA-3300,TEC-MA-5513,1
OFF-BI-3187,OFF-LA-3300,1
OFF-BI-3187,OFF-LA-6029,1
OFF-BI-3187,TEC-CO-3598,1
